log_id,withdrawal_date,amount_drawn,worker_id,item_code
3003988,2025-08-05,1,10119,ITM-1049
3003989,2025-08-02,3,10416,ITM-1014
3003990,2024-03-25,5,10473,ITM-1057
3003991,2024-12-13,2,10308,ITM-1045
3003992,2024-07-19,1,10207,ITM-1015
3003993,2026-03-04,5,10030,ITM-1005
3003994,2025-05-29,1,10486,ITM-1036
3003995,2024-07-06,3,10046,ITM-1074
3003996,2025-05-27,4,10341,ITM-1031
3003997,2024-05-20,5,10165,ITM-1006
3003998,2025-05-10,3,10163,ITM-1029
3003999,2025-07-19,4,10362,ITM-1022
3004000,2026-01-09,2,10116,ITM-1033
3004001,2024-08-10,1,10498,ITM-1099
3004002,2025-03-09,3,10126,ITM-1093
3004003,2025-10-03,1,10117,ITM-1047
3004004,2024-12-11,5,10016,ITM-1061
3004005,2025-09-14,1,10006,ITM-1083
3004006,2025-01-13,2,10131,ITM-1003
3004007,2025-11-03,1,10068,ITM-1070
3004008,2026-02-07,3,10040,ITM-1023
3004009,2024-11-28,1,10144,ITM-1035
3004010,2024-12-16,4,10416,ITM-1047
3004011,2024-06-21,5,10467,ITM-1067
3004012,2024-11-24,4,10423,ITM-1042
3004013,2026-01-11,4,10338,ITM-1052
3004014,2024-06-23,5,10194,ITM-1009
3004015,2025-02-26,1,10304,ITM-1019
3004016,2025-01-22,4,10174,ITM-1001
3004017,2026-02-08,2,10200,ITM-1064
3004018,2024-10-22,2,10074,ITM-1100
3004019,2025-03-01,3,10161,ITM-1104
3004020,2025-05-02,4,10194,ITM-1104
3004021,2025-04-15,4,10053,ITM-1052
3004022,2024-09-12,2,10130,ITM-1043
3004023,2025-09-19,1,10346,ITM-1080
3004024,2024-09-16,4,10447,ITM-1071
3004025,2025-09-07,5,10181,ITM-1029
3004026,2025-01-18,1,10251,ITM-1065
3004027,2025-12-12,3,10066,ITM-1036
3004028,2024-04-11,2,10438,ITM-1093
3004029,2026-02-06,1,10164,ITM-1085
3004030,2025-04-06,5,10021,ITM-1100
3004031,2024-06-03,2,10128,ITM-1011
3004032,2025-01-30,5,10434,ITM-1004
3004033,2025-08-10,2,10163,ITM-1033
3004034,2026-01-18,5,10401,ITM-1082
3004035,2024-04-17,4,10389,ITM-1097
3004036,2025-09-26,1,10116,ITM-1055
3004037,2025-01-19,5,10049,ITM-1036
3004038,2024-09-09,2,10240,ITM-1008
3004039,2024-10-28,2,10416,ITM-1086
3004040,2025-10-30,4,10033,ITM-1032
3004041,2025-12-04,1,10235,ITM-1088
3004042,2025-04-09,1,10500,ITM-1102
3004043,2024-06-07,2,10447,ITM-1034
3004044,2025-12-25,4,10332,ITM-1012
3004045,2024-07-05,5,10269,ITM-1085
3004046,2024-10-14,2,10384,ITM-1056
3004047,2025-05-29,2,10415,ITM-1001
3004048,2025-05-04,5,10365,ITM-1011
3004049,2025-01-18,3,10472,ITM-1005
3004050,2025-08-06,5,10326,ITM-1074
3004051,2024-05-03,3,10203,ITM-1083
3004052,2026-02-05,1,10326,ITM-1087
3004053,2024-06-16,3,10242,ITM-1009
3004054,2025-04-04,4,10107,ITM-1002
3004055,2025-12-14,4,10359,ITM-1036
3004056,2025-07-26,4,10117,ITM-1020
3004057,2024-07-25,2,10026,ITM-1028
3004058,2024-05-28,5,10293,ITM-1031
3004059,2026-03-11,1,10155,ITM-1102
3004060,2025-09-08,3,10184,ITM-1083
3004061,2025-02-16,1,10162,ITM-1104
3004062,2025-07-13,1,10289,ITM-1089
3004063,2025-06-23,1,10279,ITM-1011
3004064,2026-03-08,3,10434,ITM-1060
3004065,2025-12-22,5,10305,ITM-1027
3004066,2025-05-12,4,10395,ITM-1060
3004067,2025-05-31,2,10279,ITM-1007
3004068,2024-05-04,2,10490,ITM-1025
3004069,2024-12-31,3,10287,ITM-1085
3004070,2025-05-08,5,10309,ITM-1053
3004071,2025-06-07,1,10307,ITM-1103
3004072,2025-04-09,3,10015,ITM-1022
3004073,2025-03-13,1,10036,ITM-1064
3004074,2024-11-07,1,10087,ITM-1010
3004075,2025-01-01,4,10375,ITM-1088
3004076,2025-03-19,3,10336,ITM-1089
3004077,2025-08-10,5,10346,ITM-1011
3004078,2024-05-01,2,10455,ITM-1001
3004079,2024-12-26,3,10434,ITM-1089
3004080,2025-09-10,3,10166,ITM-1040
3004081,2025-11-04,2,10266,ITM-1016
3004082,2025-09-19,1,10046,ITM-1056
3004083,2024-03-23,5,10290,ITM-1017
3004084,2025-08-29,1,10370,ITM-1075
3004085,2024-03-26,5,10471,ITM-1048
3004086,2024-10-29,2,10286,ITM-1039
3004087,2024-10-29,3,10116,ITM-1041
3004088,2024-09-23,4,10075,ITM-1081
3004089,2025-10-15,3,10086,ITM-1063
3004090,2024-07-03,4,10455,ITM-1103
3004091,2025-05-06,1,10178,ITM-1004
3004092,2025-08-04,1,10093,ITM-1022
3004093,2025-02-20,5,10129,ITM-1051
3004094,2024-06-26,2,10386,ITM-1062
3004095,2025-04-04,4,10172,ITM-1025
3004096,2025-04-15,1,10441,ITM-1082
3004097,2024-11-03,5,10415,ITM-1076
3004098,2024-04-05,5,10200,ITM-1032
3004099,2025-12-16,1,10235,ITM-1013
3004100,2024-12-24,1,10345,ITM-1062
3004101,2025-12-09,1,10314,ITM-1073
3004102,2025-05-23,3,10141,ITM-1092
3004103,2025-03-29,4,10242,ITM-1042
3004104,2025-02-15,2,10244,ITM-1057
3004105,2025-08-02,4,10440,ITM-1013
3004106,2024-09-05,2,10130,ITM-1020
3004107,2024-12-02,4,10123,ITM-1044
3004108,2025-01-14,1,10350,ITM-1084
3004109,2025-04-30,5,10303,ITM-1022
3004110,2024-07-26,5,10390,ITM-1100
3004111,2025-10-29,2,10420,ITM-1067
3004112,2025-09-10,3,10015,ITM-1061
3004113,2024-07-26,5,10173,ITM-1083
3004114,2024-03-21,2,10292,ITM-1010
3004115,2025-08-31,1,10109,ITM-1052
3004116,2026-02-09,4,10076,ITM-1062
3004117,2024-11-22,1,10101,ITM-1060
3004118,2025-05-28,5,10216,ITM-1031
3004119,2024-05-20,2,10451,ITM-1065
3004120,2024-05-13,3,10359,ITM-1085
3004121,2026-01-18,3,10081,ITM-1099
3004122,2025-11-17,4,10509,ITM-1009
3004123,2024-06-21,1,10128,ITM-1039
3004124,2025-01-07,4,10201,ITM-1107
3004125,2024-08-08,1,10367,ITM-1021
3004126,2025-10-04,4,10119,ITM-1084
3004127,2024-12-21,1,10320,ITM-1075
3004128,2025-03-09,3,10325,ITM-1027
3004129,2026-01-04,2,10485,ITM-1038
3004130,2025-01-04,2,10369,ITM-1040
3004131,2026-01-14,3,10089,ITM-1060
3004132,2025-06-29,4,10413,ITM-1023
3004133,2024-04-08,1,10129,ITM-1042
3004134,2024-04-04,5,10029,ITM-1074
3004135,2025-05-21,2,10153,ITM-1017
3004136,2025-05-04,2,10058,ITM-1071
3004137,2026-03-11,1,10364,ITM-1044
3004138,2025-07-06,3,10504,ITM-1070
3004139,2025-05-28,1,10426,ITM-1045
3004140,2024-05-30,3,10451,ITM-1033
3004141,2025-01-08,2,10198,ITM-1078
3004142,2025-08-16,5,10372,ITM-1029
3004143,2025-10-12,2,10467,ITM-1083
3004144,2025-03-21,2,10229,ITM-1086
3004145,2025-05-19,5,10201,ITM-1036
3004146,2025-04-26,3,10365,ITM-1008
3004147,2025-07-15,1,10083,ITM-1079
3004148,2025-04-30,2,10282,ITM-1069
3004149,2026-01-18,2,10335,ITM-1051
3004150,2025-04-01,3,10387,ITM-1045
3004151,2025-11-30,5,10477,ITM-1046
3004152,2024-06-14,4,10059,ITM-1006
3004153,2024-12-25,1,10000,ITM-1107
3004154,2025-10-17,5,10295,ITM-1075
3004155,2026-02-11,1,10422,ITM-1030
3004156,2024-09-10,3,10161,ITM-1056
3004157,2025-09-25,1,10357,ITM-1101
3004158,2025-12-14,1,10185,ITM-1087
3004159,2025-07-06,2,10158,ITM-1039
3004160,2024-08-18,5,10157,ITM-1054
3004161,2025-10-07,5,10364,ITM-1089
3004162,2025-04-06,4,10302,ITM-1054
3004163,2024-10-07,1,10378,ITM-1029
3004164,2025-06-06,4,10195,ITM-1008
3004165,2025-11-07,1,10220,ITM-1019
3004166,2025-06-25,3,10342,ITM-1100
3004167,2025-07-25,5,10249,ITM-1093
3004168,2025-10-05,2,10149,ITM-1018
3004169,2024-10-15,5,10086,ITM-1000
3004170,2025-05-04,4,10304,ITM-1059
3004171,2024-04-21,5,10431,ITM-1006
3004172,2025-02-23,5,10086,ITM-1065
3004173,2024-10-23,3,10474,ITM-1061
3004174,2025-11-22,1,10404,ITM-1073
3004175,2025-08-03,2,10331,ITM-1066
3004176,2025-03-17,5,10003,ITM-1039
3004177,2025-06-17,2,10035,ITM-1109
3004178,2024-10-10,3,10009,ITM-1107
3004179,2025-07-16,5,10305,ITM-1015
3004180,2024-05-02,3,10455,ITM-1085
3004181,2024-03-23,2,10180,ITM-1042
3004182,2024-10-30,2,10055,ITM-1009
3004183,2025-11-23,1,10483,ITM-1085
3004184,2025-03-08,1,10343,ITM-1049
3004185,2025-12-03,1,10207,ITM-1036
3004186,2025-05-05,1,10380,ITM-1059
3004187,2025-03-21,2,10220,ITM-1038
3004188,2024-10-17,3,10417,ITM-1039
3004189,2024-09-13,2,10056,ITM-1014
3004190,2024-11-21,4,10174,ITM-1078
3004191,2025-04-04,4,10011,ITM-1043
3004192,2025-08-08,1,10174,ITM-1009
3004193,2025-02-01,2,10171,ITM-1027
3004194,2026-01-21,3,10109,ITM-1023
3004195,2024-12-05,2,10352,ITM-1037
3004196,2025-12-28,5,10293,ITM-1100
3004197,2025-01-29,3,10361,ITM-1109
3004198,2025-01-05,3,10284,ITM-1004
3004199,2025-03-10,5,10383,ITM-1030
3004200,2024-06-25,4,10082,ITM-1035
3004201,2025-05-03,3,10147,ITM-1037
3004202,2025-03-02,5,10071,ITM-1092
3004203,2025-08-15,5,10484,ITM-1044
3004204,2024-12-25,5,10409,ITM-1018
3004205,2025-01-15,1,10049,ITM-1104
3004206,2024-08-22,5,10107,ITM-1051
3004207,2025-11-21,2,10103,ITM-1101
3004208,2025-05-15,3,10066,ITM-1013
3004209,2025-12-01,5,10075,ITM-1048
3004210,2025-09-03,4,10086,ITM-1055
3004211,2024-07-22,2,10274,ITM-1068
3004212,2024-04-13,5,10506,ITM-1061
3004213,2024-06-17,2,10041,ITM-1091
3004214,2025-08-06,1,10474,ITM-1038
3004215,2024-08-27,5,10217,ITM-1000
3004216,2025-11-29,3,10089,ITM-1075
3004217,2025-01-02,3,10268,ITM-1095
3004218,2025-04-26,2,10377,ITM-1066
3004219,2024-06-08,4,10360,ITM-1030
3004220,2026-02-19,2,10286,ITM-1046
3004221,2025-09-13,5,10148,ITM-1087
3004222,2025-01-15,3,10251,ITM-1098
3004223,2025-02-17,4,10161,ITM-1066
3004224,2025-09-28,3,10075,ITM-1036
3004225,2025-03-30,4,10218,ITM-1067
3004226,2025-08-30,3,10424,ITM-1043
3004227,2025-12-06,5,10210,ITM-1059
3004228,2024-06-01,5,10412,ITM-1033
3004229,2025-10-30,2,10307,ITM-1092
3004230,2025-08-26,2,10400,ITM-1101
3004231,2025-11-13,5,10503,ITM-1037
3004232,2024-11-08,1,10111,ITM-1046
3004233,2024-06-09,3,10007,ITM-1091
3004234,2025-02-12,5,10309,ITM-1083
3004235,2025-04-30,5,10475,ITM-1024
3004236,2025-09-28,2,10012,ITM-1003
3004237,2025-02-14,5,10297,ITM-1009
3004238,2024-06-23,3,10491,ITM-1059
3004239,2024-03-23,3,10378,ITM-1036
3004240,2025-11-19,5,10000,ITM-1007
3004241,2024-07-17,2,10351,ITM-1050
3004242,2025-05-10,2,10317,ITM-1015
3004243,2025-05-17,2,10005,ITM-1021
3004244,2026-01-04,4,10270,ITM-1088
3004245,2024-08-31,3,10104,ITM-1073
3004246,2025-02-09,1,10206,ITM-1103
3004247,2025-07-18,3,10018,ITM-1104
3004248,2024-07-26,3,10107,ITM-1054
3004249,2025-02-17,3,10002,ITM-1074
3004250,2025-07-13,1,10237,ITM-1088
3004251,2025-01-08,1,10300,ITM-1031
3004252,2026-01-24,1,10361,ITM-1002
3004253,2024-07-03,5,10322,ITM-1031
3004254,2024-04-05,2,10145,ITM-1094
3004255,2025-03-17,3,10151,ITM-1040
3004256,2025-08-30,3,10069,ITM-1090
3004257,2024-05-27,1,10376,ITM-1019
3004258,2026-02-10,4,10021,ITM-1068
3004259,2025-02-15,1,10249,ITM-1071
3004260,2024-06-12,4,10016,ITM-1069
3004261,2026-03-18,1,10436,ITM-1039
3004262,2025-08-04,1,10053,ITM-1105
3004263,2025-04-16,2,10182,ITM-1016
3004264,2025-06-07,1,10281,ITM-1008
3004265,2025-07-15,4,10393,ITM-1020
3004266,2025-02-26,5,10366,ITM-1093
3004267,2024-08-28,3,10042,ITM-1007
3004268,2024-07-04,2,10321,ITM-1018
3004269,2026-02-20,2,10347,ITM-1063
3004270,2025-04-26,4,10497,ITM-1025
3004271,2025-04-05,4,10409,ITM-1077
3004272,2024-12-04,3,10357,ITM-1076
3004273,2024-12-09,1,10174,ITM-1080
3004274,2025-07-25,3,10410,ITM-1022
3004275,2025-08-20,5,10150,ITM-1043
3004276,2024-05-15,3,10159,ITM-1068
3004277,2024-11-29,1,10159,ITM-1014
3004278,2024-08-23,5,10052,ITM-1063
3004279,2024-04-08,2,10111,ITM-1043
3004280,2024-05-17,3,10099,ITM-1003
3004281,2024-12-06,2,10252,ITM-1020
3004282,2024-09-06,2,10402,ITM-1043
3004283,2024-08-31,3,10074,ITM-1010
3004284,2025-01-31,4,10453,ITM-1073
3004285,2024-05-12,5,10178,ITM-1021
3004286,2025-04-09,3,10181,ITM-1080
3004287,2025-03-01,2,10393,ITM-1071
3004288,2026-02-08,3,10235,ITM-1066
3004289,2025-07-16,5,10401,ITM-1092
3004290,2025-09-22,3,10022,ITM-1099
3004291,2025-07-13,2,10191,ITM-1093
3004292,2025-08-13,2,10426,ITM-1017
3004293,2025-01-20,3,10446,ITM-1087
3004294,2026-03-13,1,10257,ITM-1064
3004295,2024-11-11,2,10403,ITM-1029
3004296,2026-01-31,3,10034,ITM-1013
3004297,2024-07-06,2,10248,ITM-1094
3004298,2024-04-22,1,10010,ITM-1094
3004299,2026-03-08,5,10043,ITM-1068
3004300,2025-06-02,3,10460,ITM-1048
3004301,2025-01-02,4,10238,ITM-1030
3004302,2025-01-24,3,10243,ITM-1044
3004303,2024-11-20,3,10182,ITM-1084
3004304,2024-06-04,3,10109,ITM-1021
3004305,2025-11-30,3,10349,ITM-1049
3004306,2024-06-04,1,10368,ITM-1083
3004307,2026-01-22,1,10317,ITM-1037
3004308,2024-10-16,3,10034,ITM-1093
3004309,2024-09-09,1,10053,ITM-1053
3004310,2024-09-03,5,10451,ITM-1053
3004311,2025-03-18,4,10454,ITM-1005
3004312,2025-02-11,4,10424,ITM-1049
3004313,2024-04-26,2,10404,ITM-1024
3004314,2025-06-11,5,10058,ITM-1019
3004315,2026-03-06,3,10064,ITM-1061
3004316,2025-04-28,3,10443,ITM-1003
3004317,2025-02-02,1,10327,ITM-1096
3004318,2025-02-11,3,10439,ITM-1010
3004319,2026-03-05,5,10077,ITM-1067
3004320,2025-01-08,5,10252,ITM-1057
3004321,2025-09-03,3,10237,ITM-1080
3004322,2024-12-06,3,10230,ITM-1097
3004323,2025-12-22,5,10063,ITM-1025
3004324,2024-06-06,1,10434,ITM-1059
3004325,2025-02-01,5,10265,ITM-1105
3004326,2024-08-10,3,10192,ITM-1052
3004327,2025-06-10,1,10379,ITM-1071
3004328,2024-09-18,2,10022,ITM-1108
3004329,2025-01-22,2,10496,ITM-1052
3004330,2025-03-04,4,10200,ITM-1058
3004331,2024-09-12,1,10040,ITM-1016
3004332,2025-07-15,4,10298,ITM-1050
3004333,2026-02-10,2,10444,ITM-1023
3004334,2025-12-27,4,10253,ITM-1081
3004335,2024-05-23,3,10089,ITM-1024
3004336,2025-05-22,4,10209,ITM-1050
3004337,2024-04-27,3,10382,ITM-1009
3004338,2024-08-29,2,10194,ITM-1034
3004339,2025-10-02,3,10220,ITM-1033
3004340,2024-05-08,3,10053,ITM-1043
3004341,2025-08-14,5,10313,ITM-1002
3004342,2025-06-14,1,10425,ITM-1013
3004343,2026-02-13,3,10024,ITM-1060
3004344,2024-05-02,4,10490,ITM-1005
3004345,2026-02-19,4,10415,ITM-1054
3004346,2024-12-29,4,10229,ITM-1097
3004347,2025-01-09,2,10405,ITM-1057
3004348,2024-11-30,5,10118,ITM-1056
3004349,2025-01-20,5,10218,ITM-1025
3004350,2025-05-24,2,10437,ITM-1002
3004351,2024-09-30,1,10130,ITM-1001
3004352,2024-08-23,2,10117,ITM-1078
3004353,2025-01-02,1,10071,ITM-1076
3004354,2024-09-05,3,10426,ITM-1046
3004355,2024-12-13,2,10059,ITM-1038
3004356,2024-09-30,2,10504,ITM-1058
3004357,2025-04-21,3,10070,ITM-1074
3004358,2024-05-17,4,10118,ITM-1035
3004359,2024-11-23,5,10097,ITM-1078
3004360,2025-06-14,1,10248,ITM-1006
3004361,2025-09-25,3,10412,ITM-1068
3004362,2025-09-14,2,10261,ITM-1108
3004363,2025-05-20,2,10282,ITM-1096
3004364,2025-08-21,2,10360,ITM-1082
3004365,2024-12-07,2,10208,ITM-1049
3004366,2025-07-31,1,10142,ITM-1066
3004367,2024-12-19,5,10210,ITM-1024
3004368,2024-07-15,1,10325,ITM-1063
3004369,2026-02-18,2,10114,ITM-1065
3004370,2024-07-22,1,10293,ITM-1067
3004371,2024-12-04,2,10396,ITM-1069
3004372,2025-02-26,4,10168,ITM-1060
3004373,2024-12-27,3,10253,ITM-1044
3004374,2024-11-24,1,10459,ITM-1107
3004375,2024-09-12,1,10090,ITM-1000
3004376,2025-11-12,1,10384,ITM-1040
3004377,2024-04-01,2,10253,ITM-1000
3004378,2025-03-09,1,10391,ITM-1063
3004379,2024-09-14,3,10093,ITM-1034
3004380,2025-01-21,1,10363,ITM-1051
3004381,2024-10-27,2,10487,ITM-1056
3004382,2025-09-27,5,10079,ITM-1050
3004383,2025-05-26,4,10131,ITM-1092
3004384,2025-04-24,3,10314,ITM-1065
3004385,2024-08-05,3,10066,ITM-1028
3004386,2025-07-09,2,10028,ITM-1098
3004387,2025-07-06,4,10282,ITM-1041
3004388,2024-11-13,4,10111,ITM-1029
3004389,2025-10-02,3,10429,ITM-1099
3004390,2024-04-09,2,10191,ITM-1096
3004391,2025-03-28,4,10318,ITM-1038
3004392,2025-02-19,2,10229,ITM-1009
3004393,2025-12-12,2,10321,ITM-1098
3004394,2026-03-18,3,10232,ITM-1024
3004395,2025-11-25,2,10245,ITM-1082
3004396,2024-04-06,3,10394,ITM-1079
3004397,2025-09-13,1,10447,ITM-1044
3004398,2026-01-13,2,10357,ITM-1018
3004399,2026-02-21,4,10237,ITM-1060
3004400,2025-08-03,2,10323,ITM-1037
3004401,2024-04-13,2,10061,ITM-1014
3004402,2025-01-23,4,10488,ITM-1106
3004403,2025-09-12,4,10382,ITM-1021
3004404,2025-06-02,4,10305,ITM-1052
3004405,2024-10-23,2,10186,ITM-1035
3004406,2026-01-01,4,10078,ITM-1012
3004407,2024-05-27,3,10480,ITM-1074
3004408,2025-06-04,2,10216,ITM-1000
3004409,2025-02-02,5,10170,ITM-1059
3004410,2024-10-24,2,10367,ITM-1026
3004411,2025-03-28,2,10159,ITM-1094
3004412,2025-09-28,4,10139,ITM-1064
3004413,2024-07-06,5,10130,ITM-1038
3004414,2024-06-14,3,10099,ITM-1038
3004415,2025-10-02,5,10138,ITM-1079
3004416,2025-12-24,2,10301,ITM-1004
3004417,2025-07-31,1,10002,ITM-1068
3004418,2025-04-22,2,10187,ITM-1092
3004419,2026-03-17,2,10423,ITM-1027
3004420,2024-03-21,5,10434,ITM-1015
3004421,2025-06-30,2,10498,ITM-1082
3004422,2024-05-24,2,10305,ITM-1009
3004423,2025-06-18,4,10105,ITM-1067
3004424,2025-11-20,3,10063,ITM-1007
3004425,2024-11-17,2,10420,ITM-1040
3004426,2024-11-30,1,10508,ITM-1009
3004427,2024-04-22,2,10219,ITM-1017
3004428,2025-02-01,5,10449,ITM-1045
3004429,2024-09-20,5,10264,ITM-1000
3004430,2025-02-03,5,10466,ITM-1073
3004431,2025-07-30,1,10417,ITM-1022
3004432,2026-01-01,3,10224,ITM-1037
3004433,2025-01-03,4,10256,ITM-1099
3004434,2026-03-09,1,10443,ITM-1025
3004435,2024-08-05,5,10236,ITM-1050
3004436,2025-03-24,2,10323,ITM-1107
3004437,2025-12-16,3,10327,ITM-1081
3004438,2025-01-05,3,10191,ITM-1097
3004439,2025-11-23,3,10338,ITM-1109
3004440,2025-04-14,4,10264,ITM-1034
3004441,2025-06-08,3,10129,ITM-1042
3004442,2025-04-25,4,10228,ITM-1105
3004443,2024-10-21,5,10509,ITM-1077
3004444,2024-06-14,4,10388,ITM-1023
3004445,2026-01-31,1,10450,ITM-1003
3004446,2025-07-08,5,10255,ITM-1100
3004447,2024-06-17,2,10461,ITM-1070
3004448,2025-12-21,5,10130,ITM-1068
3004449,2024-05-25,1,10315,ITM-1052
3004450,2024-05-22,4,10283,ITM-1090
3004451,2024-06-03,1,10457,ITM-1090
3004452,2025-06-25,2,10424,ITM-1060
3004453,2025-04-29,5,10337,ITM-1092
3004454,2024-12-10,1,10406,ITM-1033
3004455,2024-07-01,2,10006,ITM-1001
3004456,2025-01-29,4,10062,ITM-1097
3004457,2025-06-22,1,10480,ITM-1037
3004458,2024-06-18,3,10223,ITM-1063
3004459,2025-12-28,1,10282,ITM-1107
3004460,2024-10-15,2,10008,ITM-1090
3004461,2024-04-05,5,10090,ITM-1007
3004462,2025-06-12,5,10254,ITM-1011
3004463,2025-08-24,2,10340,ITM-1013
3004464,2024-09-30,4,10004,ITM-1063
3004465,2025-06-13,4,10218,ITM-1085
3004466,2025-06-02,4,10299,ITM-1096
3004467,2025-04-13,3,10209,ITM-1083
3004468,2024-11-06,3,10219,ITM-1012
3004469,2025-08-09,5,10049,ITM-1040
3004470,2024-05-10,2,10169,ITM-1053
3004471,2025-09-05,3,10009,ITM-1074
3004472,2025-08-11,4,10050,ITM-1026
3004473,2024-04-30,3,10047,ITM-1068
3004474,2025-10-17,3,10337,ITM-1069
3004475,2024-04-06,1,10264,ITM-1074
3004476,2024-05-20,5,10386,ITM-1057
3004477,2024-07-08,2,10483,ITM-1041
3004478,2024-08-09,4,10106,ITM-1063
3004479,2024-10-30,5,10402,ITM-1008
3004480,2024-09-04,1,10221,ITM-1052
3004481,2024-08-15,5,10104,ITM-1042
3004482,2025-05-05,5,10509,ITM-1078
3004483,2024-05-06,5,10113,ITM-1098
3004484,2024-09-11,3,10273,ITM-1003
3004485,2024-12-23,4,10158,ITM-1004
3004486,2024-11-15,2,10153,ITM-1093
3004487,2024-05-31,5,10446,ITM-1068
3004488,2025-07-19,1,10326,ITM-1003
3004489,2024-12-18,1,10094,ITM-1067
3004490,2024-04-26,1,10280,ITM-1048
3004491,2025-04-13,3,10502,ITM-1099
3004492,2026-01-30,4,10480,ITM-1077
3004493,2025-05-07,4,10238,ITM-1009
3004494,2024-08-07,3,10022,ITM-1002
3004495,2024-06-14,4,10194,ITM-1018
3004496,2024-06-19,2,10428,ITM-1068
3004497,2024-07-28,3,10331,ITM-1035
3004498,2025-11-28,4,10173,ITM-1051
3004499,2024-07-18,5,10186,ITM-1069
3004500,2024-06-02,2,10080,ITM-1017
3004501,2025-09-19,4,10110,ITM-1010
3004502,2025-09-15,4,10492,ITM-1063
3004503,2025-05-10,1,10230,ITM-1046
3004504,2025-07-14,2,10220,ITM-1043
3004505,2026-01-21,1,10004,ITM-1051
3004506,2024-07-09,4,10277,ITM-1061
3004507,2024-10-22,2,10170,ITM-1010
3004508,2024-12-02,2,10051,ITM-1029
3004509,2025-06-26,2,10123,ITM-1017
3004510,2025-11-27,1,10439,ITM-1027
3004511,2024-05-08,2,10002,ITM-1075
3004512,2026-03-04,2,10106,ITM-1101
3004513,2024-11-27,2,10330,ITM-1031
3004514,2025-06-16,5,10075,ITM-1059
3004515,2024-07-04,5,10416,ITM-1066
3004516,2025-07-27,3,10249,ITM-1077
3004517,2024-08-11,1,10393,ITM-1037
3004518,2024-12-16,2,10004,ITM-1080
3004519,2025-03-13,2,10270,ITM-1002
3004520,2025-06-26,4,10312,ITM-1078
3004521,2024-06-02,2,10250,ITM-1087
3004522,2024-03-31,3,10274,ITM-1001
3004523,2025-10-21,1,10049,ITM-1029
3004524,2026-01-02,3,10380,ITM-1039
3004525,2024-08-16,4,10185,ITM-1003
3004526,2024-10-16,2,10337,ITM-1040
3004527,2025-02-14,4,10022,ITM-1045
3004528,2024-07-24,5,10057,ITM-1010
3004529,2026-02-14,4,10422,ITM-1055
3004530,2025-12-22,5,10312,ITM-1072
3004531,2024-08-25,2,10505,ITM-1080
3004532,2024-06-08,4,10214,ITM-1027
3004533,2025-11-12,2,10038,ITM-1081
3004534,2025-08-28,5,10018,ITM-1038
3004535,2024-06-15,2,10209,ITM-1018
3004536,2025-02-14,2,10014,ITM-1008
3004537,2024-12-23,3,10374,ITM-1069
3004538,2024-04-11,3,10016,ITM-1071
3004539,2026-03-11,2,10074,ITM-1078
3004540,2024-05-21,2,10274,ITM-1065
3004541,2025-04-23,3,10319,ITM-1054
3004542,2025-01-16,5,10206,ITM-1048
3004543,2024-12-24,3,10410,ITM-1069
3004544,2025-08-29,4,10058,ITM-1101
3004545,2025-03-25,2,10154,ITM-1089
3004546,2024-04-26,1,10506,ITM-1068
3004547,2024-06-23,3,10506,ITM-1019
3004548,2025-07-14,2,10059,ITM-1091
3004549,2024-07-21,3,10337,ITM-1010
3004550,2025-04-06,3,10033,ITM-1102
3004551,2025-01-20,4,10084,ITM-1075
3004552,2025-10-10,1,10369,ITM-1068
3004553,2025-03-04,2,10102,ITM-1058
3004554,2025-04-21,2,10425,ITM-1043
3004555,2024-09-02,1,10378,ITM-1049
3004556,2025-04-11,4,10129,ITM-1027
3004557,2024-09-14,4,10439,ITM-1043
3004558,2026-01-31,2,10011,ITM-1052
3004559,2024-07-04,1,10275,ITM-1007
3004560,2025-11-13,2,10345,ITM-1024
3004561,2024-08-22,2,10002,ITM-1091
3004562,2025-02-08,3,10238,ITM-1069
3004563,2025-06-04,1,10195,ITM-1064
3004564,2024-11-27,1,10450,ITM-1104
3004565,2024-07-31,5,10360,ITM-1067
3004566,2024-07-18,2,10069,ITM-1012
3004567,2025-01-20,4,10070,ITM-1091
3004568,2025-02-02,3,10427,ITM-1040
3004569,2024-07-11,3,10418,ITM-1003
3004570,2024-07-22,4,10266,ITM-1034
3004571,2024-07-05,4,10294,ITM-1037
3004572,2025-04-08,4,10128,ITM-1101
3004573,2024-12-31,3,10364,ITM-1093
3004574,2025-08-09,2,10468,ITM-1084
3004575,2025-10-07,5,10450,ITM-1088
3004576,2024-09-09,1,10033,ITM-1093
3004577,2025-11-12,3,10166,ITM-1002
3004578,2024-10-01,2,10486,ITM-1076
3004579,2025-06-11,5,10333,ITM-1030
3004580,2025-12-04,4,10012,ITM-1090
3004581,2024-11-12,2,10206,ITM-1080
3004582,2025-10-30,1,10051,ITM-1078
3004583,2025-01-13,3,10289,ITM-1031
3004584,2025-03-15,4,10124,ITM-1090
3004585,2026-02-18,2,10408,ITM-1105
3004586,2024-06-13,4,10210,ITM-1008
3004587,2025-03-09,4,10137,ITM-1028
3004588,2025-05-28,4,10439,ITM-1033
3004589,2025-03-28,4,10018,ITM-1059
3004590,2025-11-27,5,10183,ITM-1056
3004591,2025-02-15,5,10239,ITM-1062
3004592,2025-12-23,1,10496,ITM-1049
3004593,2025-12-13,4,10451,ITM-1082
3004594,2026-01-27,1,10052,ITM-1062
